"Place.","196","2024","87.24","2022-12-25 19:06:25"
"Else.","32","322","12.15","2022-12-25 14:18:33"
"Food.","2","8348","15.22","2022-12-24 00:21:22"
"Career.","161","5489","89.79","2023-01-05 12:06:37"
"Maybe.","133","11117","91.94","2022-12-20 14:44:31"
"Notice.","174","18666","29.10","2022-12-08 01:22:08"
"Wife.","112","8746","3.62","2022-12-17 02:47:27"
"Single.","97","10487","62.59","2023-01-04 19:22:56"
"Fire into.","42","14409","5.90","2022-12-24 05:24:32"
"That.","108","5879","14.53","2022-12-20 21:33:04"
"Through.","71","17385","90.66","2022-12-23 17:03:56"
"Head.","181","14353","40.09","2022-12-14 03:18:01"
"Wish.","191","7036","21.19","2022-12-10 23:03:20"
"Human how.","111","9107","78.21","2022-12-26 15:58:31"
"Possible.","56","13204","28.37","2022-12-29 04:15:48"
"Buy news.","115","3343","48.88","2022-12-19 20:34:18"
"Phone.","156","18642","80.01","2022-12-15 13:24:49"
"Appear.","58","10146","80.71","2022-12-21 04:25:21"
"Price and.","80","10758","30.13","2022-12-12 08:39:56"
"Degree.","161","14206","15.86","2022-12-23 06:52:49"
"Religious.","146","19384","73.82","2022-12-22 19:21:42"
"On.","169","9150","26.46","2022-12-31 12:48:53"
"There.","61","10122","81.69","2022-12-14 22:03:23"
"Wall.","155","16206","95.42","2022-12-28 23:16:06"
"Take must.","156","8643","16.89","2022-12-09 19:53:43"
"Control.","60","5246","88.71","2022-12-18 01:42:04"
"Debate my.","114","1964","9.09","2022-12-26 16:33:40"
"Rise much.","85","2463","4.34","2022-12-10 18:44:09"
"Whose.","107","13288","33.91","2023-01-03 22:01:33"
"Image.","8","7816","51.73","2022-12-14 08:36:34"
"Skill.","98","1836","39.13","2022-12-31 17:43:44"
"Each.","196","2051","89.92","2023-01-03 16:09:27"
"Never.","71","19088","40.79","2022-12-16 22:23:17"
"Now adult.","58","16082","35.02","2022-12-15 11:19:32"
"Issue who.","97","7851","57.92","2022-12-27 19:15:16"
"Center.","26","699","50.21","2023-01-03 07:09:57"
"Real role.","57","11694","8.52","2022-12-10 05:43:19"
"Another.","123","4559","20.19","2023-01-01 06:40:52"
"By source.","39","2619","57.22","2023-01-02 14:52:49"
"Nearly.","187","750","36.01","2022-12-18 00:49:21"
"Member.","143","7830","62.17","2022-12-23 03:58:09"
"With.","38","5265","31.47","2022-12-23 21:46:56"
"Mean top.","130","230","21.53","2022-12-06 19:56:56"
"Car.","1","2930","68.97","2022-12-16 16:11:52"
"Consumer.","95","17812","5.50","2022-12-28 16:52:45"
"Almost.","2","8352","15.93","2022-12-17 13:19:52"
"Lay.","43","8169","98.43","2022-12-08 01:47:00"
"Hour then.","166","16364","72.50","2022-12-20 16:09:16"
"Amount.","30","4207","90.15","2022-12-09 23:04:41"
"Law.","157","13016","38.12","2022-12-11 21:30:26"
"Pay.","195","10564","20.06","2022-12-08 21:07:32"
"Plan five.","131","19166","51.70","2023-01-01 12:08:02"
"Authority.","143","13461","65.75","2022-12-16 05:49:25"
"Sometimes.","15","5542","33.98","2023-01-01 19:41:41"
"Toward.","172","14864","58.79","2022-12-23 22:54:11"
"Create.","50","17003","1.10","2022-12-14 16:17:58"
"Democrat.","149","2726","10.41","2023-01-02 01:29:31"
"In among.","150","9008","78.21","2022-12-24 21:56:06"
"Them.","148","11513","11.03","2023-01-01 00:09:13"
"Pull.","196","8390","77.53","2022-12-06 22:25:16"
"Long.","70","15343","37.72","2023-01-02 21:33:36"
"Feel TV.","65","19544","94.60","2023-01-05 09:10:49"
"Through.","39","562","0.42","2023-01-01 19:22:45"
"Free.","195","9660","34.81","2022-12-07 01:20:09"
"Try just.","183","11331","99.10","2022-12-17 21:07:13"
"Keep fine.","24","9475","52.73","2022-12-12 16:34:58"
"Listen.","66","19229","49.14","2023-01-03 08:33:12"
"Lot north.","134","4485","9.89","2022-12-18 19:34:08"
"Line.","57","11897","4.45","2022-12-10 01:12:15"
"Else per.","80","19455","82.08","2022-12-11 06:50:10"
"Strong.","104","18452","14.39","2023-01-04 20:19:43"
"Box.","102","19250","51.12","2022-12-23 21:25:30"
"Common.","183","13056","59.44","2022-12-11 10:51:14"
"There set.","115","7852","30.07","2023-01-01 15:51:22"
"Day road.","159","19606","96.49","2022-12-09 23:37:34"
"Outside.","29","18879","14.96","2022-12-10 10:52:19"
"Once son.","185","16268","67.93","2022-12-31 05:02:03"
"Sign.","170","11061","85.33","2022-12-25 11:09:31"
"Civil.","112","17096","58.57","2022-12-27 15:32:21"
"Much.","49","9086","80.45","2022-12-18 06:28:11"
"Meet.","144","8811","11.35","2022-12-31 15:02:27"
"Hit.","172","4461","55.42","2022-12-15 14:50:26"
"Pull.","140","9880","17.39","2023-01-02 11:06:58"
"Short.","65","1334","30.19","2022-12-13 00:41:12"
"Provide.","76","4653","40.40","2022-12-25 12:16:58"
"Down top.","165","16774","44.40","2022-12-25 19:17:46"
"News.","8","10228","70.38","2022-12-30 06:09:39"
"The.","58","19009","20.50","2022-12-22 10:01:07"
"World.","65","11646","3.17","2022-12-26 15:21:52"
"Represent.","199","14273","57.29","2022-12-12 03:04:57"
"Brother.","24","658","76.23","2022-12-28 22:04:51"
"Suffer.","102","12264","23.01","2022-12-18 17:46:14"
"Expert.","63","10769","98.43","2022-12-11 20:51:54"
"Like.","9","16824","66.22","2022-12-21 04:45:50"
"Ten.","12","6504","91.20","2023-01-02 01:42:13"
"Already.","123","9860","18.77","2022-12-29 13:02:16"
"Born best.","106","3194","72.25","2022-12-08 11:54:40"
"Their me.","140","11463","40.85","2023-01-04 17:54:11"
"Forget.","153","15857","25.98","2022-12-08 08:10:23"
"Poor.","65","3351","82.79","2022-12-20 15:48:22"
"Answer.","6","16393","23.89","2023-01-02 11:31:58"
"Term.","154","6851","56.68","2022-12-11 12:47:05"
"Structure.","26","4097","0.74","2022-12-24 01:50:59"
"Program.","153","14081","95.86","2022-12-21 17:32:06"
"Be go.","93","4019","51.08","2022-12-31 22:30:39"
"Hotel.","104","6908","12.53","2022-12-25 22:38:36"
"Learn.","94","17976","54.23","2022-12-27 03:12:10"
"Inside.","31","7754","56.90","2022-12-27 22:44:52"
"Discuss.","157","3331","67.28","2022-12-29 00:17:50"
"Safe.","105","3688","8.58","2022-12-20 23:46:41"
"Idea your.","119","7921","79.97","2022-12-18 02:21:48"
"See.","143","18249","65.93","2022-12-16 02:53:15"
"His look.","8","19422","71.90","2022-12-24 04:51:03"
"Case.","44","7025","79.62","2022-12-25 21:44:41"
"Black.","74","13025","16.66","2022-12-16 14:15:29"
"Forward.","48","17409","41.56","2022-12-08 10:33:55"
"Meet.","118","12899","28.13","2022-12-19 09:47:05"
"Measure.","156","18366","19.43","2022-12-12 03:39:41"
"Money.","167","1398","2.64","2022-12-15 00:27:37"
"Force.","133","14383","82.69","2022-12-17 11:22:39"
"Short.","100","6618","3.06","2022-12-20 06:33:17"
"Full.","98","2957","53.53","2022-12-11 16:25:22"
"Evening.","135","10769","77.51","2022-12-27 14:35:48"
"Dark.","74","11341","25.45","2022-12-25 12:59:57"
"Free why.","142","3751","9.71","2022-12-13 11:55:02"
"Impact.","168","19080","98.15","2022-12-08 01:23:58"
"Avoid.","85","8445","57.99","2022-12-22 19:06:38"
"Seat.","109","14030","7.69","2022-12-21 12:23:32"
"Well.","65","10399","39.05","2022-12-18 01:54:55"
"Their.","52","2993","50.44","2022-12-25 05:30:28"
"Far dog.","36","18004","70.69","2023-01-03 09:06:19"
"Early.","150","16236","31.66","2022-12-14 15:01:43"
"Political.","39","1772","4.93","2023-01-01 03:04:52"
"Decision.","155","19449","74.45","2022-12-16 21:36:55"
"Simply.","163","8758","82.19","2023-01-02 08:39:17"
"Cost.","54","3961","12.02","2022-12-13 11:45:37"
"Surface.","115","14236","93.08","2022-12-28 23:31:58"
"Local.","50","10016","33.85","2022-12-12 05:16:06"
"Address.","130","989","7.54","2022-12-14 12:48:23"
"Everybody.","197","5954","76.57","2023-01-01 05:07:03"
"Ball.","169","12395","98.71","2022-12-10 06:01:49"
"Plant.","142","11519","66.25","2022-12-16 09:46:06"
"Central.","124","18532","0.66","2022-12-22 17:30:22"
"Against.","4","19669","53.81","2022-12-14 11:26:13"
"Activity.","40","10211","58.90","2023-01-03 23:13:08"
"PM accept.","88","6549","97.56","2022-12-21 10:31:39"
"Poor sing.","160","16101","92.78","2022-12-07 10:31:12"
"Least.","11","16501","68.19","2022-12-23 10:59:35"
"Most.","20","11297","78.47","2022-12-15 12:25:20"
"The will.","161","13950","66.18","2022-12-14 20:38:00"
"Film.","39","13588","66.81","2023-01-02 21:16:26"
"Sport if.","120","19581","17.34","2022-12-26 00:47:24"
"Wait.","162","16375","91.49","2022-12-10 02:17:17"
"Move.","125","19765","40.60","2022-12-29 00:01:26"
"Again.","76","7623","6.41","2022-12-10 19:25:39"
"Onto deep.","197","14990","1.25","2022-12-30 22:55:07"
"Head.","139","14571","92.29","2022-12-29 13:23:41"
"Bed meet.","145","3852","23.11","2022-12-20 21:21:20"
"Parent.","182","9707","59.21","2022-12-13 22:16:29"
"Current.","57","11456","43.09","2023-01-02 09:31:56"
"Option.","102","16832","97.43","2023-01-01 04:55:52"
"Civil.","35","15737","9.07","2022-12-19 05:58:04"
"Four wide.","20","15027","33.67","2022-12-14 01:21:55"
"Social.","29","331","74.16","2022-12-10 18:32:22"
"Approach.","16","13492","91.14","2022-12-12 10:06:03"
"Smile.","47","1432","42.22","2022-12-26 11:28:33"
"Else.","172","3870","93.93","2022-12-12 12:02:48"
"Training.","142","11285","39.34","2022-12-22 05:28:16"
"There.","80","180","35.74","2023-01-01 15:09:31"
"Officer.","29","18954","90.98","2022-12-20 06:35:03"
"Choose.","67","6027","94.47","2022-12-14 02:50:49"
"Apply.","24","8687","95.24","2022-12-31 14:27:58"
"Pressure.","58","18778","40.57","2022-12-24 16:36:46"
"Article.","85","15700","51.97","2022-12-08 01:51:48"
"Serve.","110","162","83.98","2022-12-10 08:08:10"
"Artist.","1","6842","15.65","2023-01-02 19:44:23"
"Special.","96","3217","85.49","2022-12-21 01:27:33"
"But guess.","148","8404","56.13","2022-12-24 04:05:07"
"Son into.","15","1225","16.42","2022-12-09 16:22:36"
"Not.","130","7771","51.88","2023-01-01 17:20:29"
"However.","138","15291","43.62","2022-12-10 07:05:33"
"Plan.","130","14471","67.39","2022-12-17 23:00:12"
"Much.","51","2883","58.55","2022-12-19 17:23:27"
"Cell.","92","16164","26.57","2022-12-16 00:12:03"
"Decide.","127","19101","57.07","2022-12-07 11:10:39"
"Trial.","141","9676","21.18","2022-12-22 22:23:44"
"Budget.","52","5502","17.55","2022-12-20 19:54:22"
"Central.","86","2334","62.54","2022-12-27 05:11:28"
"Among.","68","4415","76.42","2022-12-17 00:51:59"
"Certainly.","96","19154","52.34","2022-12-14 12:39:17"
"Energy.","194","14533","20.92","2023-01-02 15:08:56"
"Win.","165","185","98.84","2022-12-20 13:53:40"
"Important.","16","12849","48.19","2023-01-02 02:39:16"
"Sing head.","45","14807","56.03","2022-12-17 00:45:04"
"Rich vote.","72","5009","92.20","2022-12-25 14:47:52"
"Source.","151","14423","12.42","2022-12-16 12:44:22"
"Try.","110","14417","61.64","2022-12-30 19:27:47"
"Necessary.","49","2976","27.41","2022-12-19 23:57:59"
"Race.","31","3968","48.12","2022-12-25 08:48:49"
"Reason.","41","2346","78.66","2022-12-07 12:17:20"
"White.","169","11478","54.96","2022-12-10 11:44:41"
"Senior.","176","9371","73.51","2022-12-25 21:08:47"
"Term my.","102","6677","34.52","2022-12-24 14:25:59"
"Stuff tax.","18","16562","86.15","2022-12-28 17:56:58"
"Style.","172","18488","56.52","2022-12-31 06:24:26"
"Military.","164","10659","50.67","2022-12-08 04:54:22"
"Question.","20","9054","71.72","2022-12-17 05:24:39"
"Rule.","23","1321","49.08","2022-12-20 22:02:42"
"Expert.","167","8711","90.85","2022-12-18 03:50:41"
"Glass.","66","8318","40.28","2022-12-24 11:56:01"
"Watch.","4","5190","40.34","2022-12-24 09:10:02"
"Play.","7","4611","84.52","2022-12-19 21:40:13"
"Quality.","131","19488","7.68","2023-01-04 10:30:04"
"Chance.","166","959","11.90","2022-12-10 03:47:27"
"Four.","130","12670","66.01","2022-12-28 00:39:27"
"Time go.","164","19257","26.47","2022-12-29 19:47:39"
"With few.","186","1365","59.72","2022-12-19 05:30:35"
"Actually.","173","19547","18.14","2022-12-08 09:42:51"
"Drug the.","121","2441","56.99","2022-12-11 22:31:40"
"Push.","76","3967","51.07","2023-01-04 13:53:41"
"Ground.","114","7943","21.25","2022-12-30 05:00:52"
"Serve.","69","2993","6.19","2022-12-31 11:06:16"
"Method.","103","3383","82.52","2022-12-26 09:02:32"
"Music.","81","8855","38.53","2022-12-20 17:10:45"
"Seek.","47","1836","27.32","2022-12-10 06:43:55"
"Thought.","1","9631","24.34","2022-12-20 08:09:32"
"Itself.","85","13731","73.88","2022-12-20 10:25:10"
"These his.","2","5229","77.34","2022-12-06 19:28:44"
"Certain.","33","2985","17.44","2022-12-20 01:08:25"
"Major.","126","6630","91.49","2022-12-18 11:56:54"
"Magazine.","70","2356","42.00","2022-12-15 23:05:45"
"Economic.","39","2349","94.62","2023-01-05 15:06:02"
"Treat.","72","11817","99.92","2022-12-09 15:05:59"
"Community.","122","6240","92.31","2022-12-12 01:13:53"
"Floor any.","130","11641","79.86","2022-12-13 15:34:07"
"After.","109","19950","87.68","2022-12-16 09:52:50"
"Answer.","83","7830","85.48","2022-12-22 17:06:39"
"Trial.","78","3944","48.04","2022-12-18 19:49:15"
"Require.","196","17004","83.64","2022-12-25 05:04:34"
"Use.","0","1540","75.17","2022-12-11 00:47:44"
"How where.","136","7262","23.31","2022-12-15 03:19:37"
"Note.","177","2799","60.64","2022-12-21 00:11:16"
"Do.","108","15111","1.75","2022-12-24 04:20:38"
"Music Mrs.","25","13015","50.72","2022-12-10 19:39:52"
"Woman.","25","8536","95.27","2023-01-05 05:50:29"
"Bank.","192","3295","39.37","2022-12-17 07:58:16"
"Bit rich.","75","14646","45.81","2023-01-02 05:34:59"
"Itself.","75","1431","42.00","2022-12-14 09:13:00"
"Source.","20","9765","68.56","2023-01-05 16:35:26"
"Bank end.","164","13603","44.84","2023-01-04 08:58:03"
"Among.","193","1218","33.37","2022-12-13 11:20:26"
"Have.","27","13517","59.92","2022-12-30 15:26:12"
"Animal.","40","1100","6.29","2022-12-17 04:24:52"
"Nature.","53","13534","2.47","2022-12-25 13:51:33"
"Item.","24","9467","24.06","2022-12-13 01:12:48"
"Wind.","191","2910","26.06","2022-12-17 06:32:45"
"Dinner.","40","980","85.08","2022-12-13 23:45:00"
"Growth.","93","5927","83.98","2022-12-23 07:29:15"
"Address.","134","18544","14.45","2022-12-12 02:04:05"
"Least fly.","146","10656","50.15","2022-12-19 15:15:32"
"Whom.","155","12563","88.64","2022-12-21 04:02:30"
"Condition.","5","7590","80.99","2022-12-29 00:09:47"
"Past.","179","864","42.29","2023-01-04 09:32:21"
"Central.","23","15131","73.69","2022-12-13 12:49:43"
"Pass.","40","16296","46.96","2022-12-26 20:46:21"
"Begin.","57","15646","34.82","2022-12-15 15:19:49"
"Hand.","167","8421","76.15","2022-12-23 03:12:07"
"Account.","12","13213","68.13","2022-12-28 14:39:24"
"Arm ready.","15","7590","63.95","2022-12-15 10:02:11"
"Cover.","191","5389","54.25","2022-12-08 10:09:10"
"One.","153","8103","89.96","2022-12-26 17:33:13"
"Great dog.","30","741","28.31","2022-12-26 05:51:48"
"Although.","72","7128","12.24","2022-12-13 14:57:25"
"Son.","18","1226","85.80","2022-12-22 16:10:38"
"Shoulder.","168","2065","56.67","2023-01-02 06:33:13"
"Official.","6","1394","57.32","2022-12-17 22:41:43"
"Girl fill.","140","13151","58.61","2022-12-28 09:14:39"
"Factor.","27","15379","4.43","2022-12-25 06:05:56"
"Civil.","113","7481","82.09","2023-01-03 08:47:45"
"Support.","169","17987","66.07","2022-12-06 23:37:21"
"Should.","174","3028","6.87","2023-01-05 14:17:58"
"Cost form.","21","9625","22.19","2022-12-13 04:34:23"
"Industry.","140","10423","64.07","2022-12-08 20:53:07"
"Mr.","72","16484","50.04","2022-12-29 23:38:59"
"Suggest.","133","9741","84.52","2022-12-08 05:55:33"
"Foreign.","62","12989","35.05","2022-12-10 16:35:18"
"Product.","111","5440","26.39","2023-01-04 17:55:29"
"Wonder.","8","2167","2.54","2022-12-22 03:17:51"
"Oil.","197","5623","7.06","2022-12-25 02:27:31"
"Box.","79","18344","20.19","2023-01-02 15:35:19"
"Least.","76","9432","96.30","2022-12-10 08:38:08"
"Girl fish.","60","15819","28.71","2022-12-23 21:19:35"
"Our.","56","6235","70.84","2022-12-09 04:31:34"
"Write.","21","3632","58.72","2022-12-27 06:57:15"
"Question.","165","16674","21.27","2022-12-23 23:01:58"
"Series.","181","17197","79.01","2022-12-23 03:53:58"
"Car even.","46","2847","47.20","2023-01-04 00:42:13"
"Live.","51","2136","32.60","2022-12-21 04:09:05"
"Man area.","154","14200","67.12","2023-01-05 09:19:00"
"Fly.","52","1984","80.23","2022-12-27 09:44:03"
"High.","73","18692","93.90","2022-12-08 10:20:53"
"Food.","135","12395","83.11","2022-12-14 11:49:23"
"Education.","146","7620","3.67","2022-12-10 14:50:08"
"Message.","116","11302","21.94","2022-12-23 11:32:30"
"Smile.","25","11522","29.19","2022-12-09 03:33:15"
"Member.","61","17891","36.20","2022-12-23 04:12:18"
"Friend.","99","3045","26.54","2022-12-26 08:09:05"
"Expert.","43","17005","82.06","2022-12-24 11:48:35"
"Ago good.","104","6515","57.01","2023-01-05 08:53:32"
"Approach.","149","19412","14.50","2022-12-17 22:37:49"
"Role.","140","4936","83.39","2022-12-20 10:51:57"
"Table in.","156","11427","43.92","2022-12-10 15:10:23"
"Black.","45","1076","67.41","2022-12-18 13:42:38"
"Door.","56","5726","3.15","2022-12-18 09:07:17"
"Task plan.","141","14653","32.05","2022-12-22 23:30:23"
"Art word.","182","15573","20.80","2023-01-05 07:14:16"
"Threat.","61","5839","22.04","2022-12-15 15:20:17"
"Nice.","148","14187","22.26","2022-12-31 11:57:32"
"Important.","95","9377","63.92","2022-12-19 18:21:53"
"Goal.","57","9775","15.40","2022-12-16 05:46:48"
"With the.","128","3350","21.55","2022-12-19 20:13:24"
"National.","23","5415","83.27","2022-12-20 14:05:37"
"Community.","125","10434","4.41","2022-12-11 00:41:44"
"Worry.","148","523","36.49","2023-01-03 20:18:29"
"Describe.","1","8209","78.66","2022-12-08 05:56:40"
"Hope.","88","5274","34.85","2022-12-22 03:10:09"
"Try.","145","14090","54.96","2023-01-02 02:06:14"
"Worry.","23","11969","35.15","2022-12-29 05:15:10"
"Could.","8","8433","37.45","2022-12-29 20:07:47"
"Low.","173","12023","13.84","2022-12-11 21:51:39"
"Trip.","37","414","54.98","2022-12-18 03:54:39"
"Mean.","20","9687","3.51","2022-12-25 08:39:23"
"General.","182","18770","19.92","2022-12-25 02:23:13"
"Station.","116","12342","8.12","2022-12-23 17:37:35"
"Newspaper.","172","724","87.39","2022-12-25 04:40:56"
"Wrong.","176","17916","75.43","2022-12-22 09:50:53"
"Authority.","185","9295","68.75","2023-01-05 14:51:52"
"Recently.","152","166","44.98","2022-12-29 13:44:28"
"Line.","169","6539","50.49","2023-01-05 16:56:00"
"Expert.","15","16146","66.88","2022-12-25 05:07:25"
"Young.","1","11709","82.56","2023-01-03 23:52:56"
"Off able.","88","13389","8.18","2022-12-23 19:04:26"
"Material.","53","18216","83.78","2022-12-12 08:52:24"
"Civil.","155","6384","16.63","2022-12-31 19:38:53"
"Worry.","72","11158","83.16","2022-12-14 11:23:30"
"Prepare.","58","7307","8.54","2023-01-02 07:53:57"
"Sure save.","115","4624","41.58","2022-12-11 22:14:07"
"Help.","171","16055","10.99","2022-12-29 18:17:15"
"Dark.","131","9762","45.83","2022-12-13 05:33:43"
"Speech.","125","705","30.27","2022-12-09 04:24:37"
"Include.","2","5515","99.21","2022-12-08 08:51:32"
"Role.","8","1494","98.67","2022-12-28 10:29:05"
"Night.","173","2359","3.85","2022-12-24 07:05:49"
"Direction.","70","13636","20.07","2023-01-01 22:21:16"
"Record.","154","13081","34.35","2022-12-20 07:31:53"
"Five.","165","16044","79.58","2022-12-17 23:35:29"
"Process.","80","2828","13.96","2022-12-07 06:47:14"
"We water.","56","2349","2.54","2022-12-11 21:58:56"
"Feel.","30","8079","37.39","2022-12-19 05:18:40"
"Can.","122","18117","53.89","2022-12-19 14:44:04"
"Key.","4","8417","19.87","2022-12-17 16:07:19"
"Interview.","54","11504","49.36","2022-12-29 03:47:18"
"Town.","46","5439","5.45","2022-12-12 03:25:44"
"Save.","32","7651","40.18","2022-12-24 16:51:59"
"National.","63","18393","23.85","2023-01-05 05:26:33"
"Two do.","76","18968","5.50","2022-12-07 03:40:58"
"Garden.","38","6461","54.90","2022-12-27 01:00:30"
"Quality.","177","1145","17.65","2022-12-31 15:17:55"
"Anything.","24","8210","69.68","2022-12-22 05:06:55"
"High.","142","14263","91.10","2022-12-10 16:10:04"
"Next very.","65","11317","61.76","2022-12-12 21:18:19"
"Note.","172","1969","84.14","2022-12-15 07:01:58"
"Least.","65","13395","3.36","2022-12-30 07:26:04"
"Wrong.","81","1567","56.71","2022-12-23 11:44:06"
"Chair.","73","13226","40.31","2022-12-10 10:26:49"
"Prove.","17","945","58.22","2022-12-27 16:19:27"
"Stage.","57","10802","66.56","2022-12-19 19:19:22"
"Marriage.","71","12909","3.67","2022-12-21 00:35:17"
"Loss soon.","0","19832","28.65","2022-12-21 04:43:44"
"Measure.","102","5982","33.52","2022-12-11 06:13:41"
"Current.","113","12759","57.59","2023-01-04 19:55:35"
"Put more.","102","2543","73.78","2022-12-12 09:59:29"
"Probably.","176","8323","99.54","2022-12-18 12:14:20"
"Small.","12","10371","76.04","2022-12-23 05:06:50"
"Side.","46","12540","71.29","2022-12-31 04:50:06"
"Family.","106","8844","64.85","2022-12-19 00:48:12"
"Stand.","111","14141","45.75","2022-12-27 02:44:31"
"Kitchen.","101","16167","29.40","2022-12-29 23:43:30"
"Season.","168","7607","98.39","2022-12-28 17:29:29"
"No green.","5","3244","66.88","2022-12-21 11:02:42"
"Fast.","117","1238","29.57","2022-12-16 09:24:59"
"Community.","95","116","30.02","2022-12-20 05:40:34"
"Modern.","38","14744","1.03","2022-12-14 19:36:11"
"Social.","94","16312","15.85","2022-12-27 14:48:37"
"Doctor.","43","15317","27.26","2023-01-01 15:45:02"
"Speech.","180","3454","95.04","2022-12-22 04:54:19"
"Check.","187","2124","43.63","2022-12-16 22:59:07"
"Over.","38","8290","29.02","2022-12-15 07:19:04"
"Fine yet.","44","17912","4.76","2022-12-19 23:32:28"
"Get.","198","8899","81.23","2022-12-09 00:55:19"
"These.","75","5997","25.83","2022-12-20 12:46:31"
"Open also.","154","10367","84.24","2022-12-26 09:20:59"
"Low off.","168","5416","73.93","2022-12-28 04:49:00"
"Floor.","34","13582","37.86","2022-12-28 20:42:11"
"Might.","10","5647","20.71","2022-12-14 07:05:19"
"Us.","95","14368","47.77","2023-01-04 07:30:57"
"Low.","19","597","73.01","2022-12-22 01:38:52"
"Actually.","31","16033","46.47","2023-01-04 16:52:20"
"Color.","154","17070","26.30","2022-12-17 16:26:24"
"Its avoid.","28","3914","36.77","2022-12-15 03:48:16"
"Per.","199","8788","90.32","2022-12-20 05:27:41"
"Structure.","42","4220","28.33","2022-12-27 08:44:17"
"Care foot.","187","14974","42.26","2022-12-23 19:24:44"
"Hair.","82","19974","92.93","2022-12-29 23:58:20"
"Resource.","118","11674","19.72","2022-12-06 22:53:33"
"Write.","106","18265","5.60","2022-12-30 11:38:34"
"Open.","107","7791","24.99","2022-12-23 07:45:57"
"Others.","133","1627","58.74","2022-12-22 09:42:53"
"Act page.","106","12194","61.04","2022-12-14 16:12:07"
"Already.","4","5706","39.32","2022-12-17 08:18:35"
"Last room.","35","19121","31.39","2023-01-03 13:39:16"
"Determine.","68","2871","69.91","2022-12-21 15:52:02"
"Later.","122","285","59.26","2023-01-05 01:20:05"
"Offer sit.","193","3604","86.97","2023-01-04 21:23:34"
"Adult.","64","17621","41.82","2023-01-01 00:48:53"
"Forward.","33","16984","43.41","2023-01-02 14:26:29"
"Resource.","198","1444","76.60","2022-12-09 17:50:59"
"Million.","17","6173","27.51","2022-12-15 08:22:12"
"Question.","50","4317","47.15","2022-12-30 14:13:56"
"Explain.","121","11494","9.50","2022-12-15 00:50:01"
"Arm.","28","16811","1.30","2022-12-28 07:51:05"
"Baby.","40","9983","30.41","2022-12-22 14:56:44"
"Watch.","35","18966","67.74","2022-12-08 07:35:39"
"Paper.","172","2996","1.53","2023-01-05 12:43:17"
"Central.","64","17455","91.92","2022-12-23 17:15:01"
"Only.","114","11980","64.32","2022-12-09 04:01:19"
"Prove.","140","9174","72.76","2022-12-16 06:41:42"
"Yourself.","94","12423","95.02","2022-12-28 22:34:15"
"Center.","133","10365","48.11","2022-12-24 00:05:40"
"Partner.","87","5157","60.56","2022-12-22 17:01:31"
"Sense.","120","16997","76.08","2022-12-16 16:29:31"
"Politics.","108","18425","75.80","2022-12-07 05:41:33"
"Lot model.","199","15630","73.69","2022-12-13 00:35:45"
"Them.","17","6786","60.29","2022-12-20 15:55:32"
"Much.","105","13628","3.66","2022-12-28 20:22:14"
"Total.","156","14261","21.29","2022-12-19 23:45:29"
"Lay look.","95","271","93.08","2022-12-27 05:41:40"
"Everybody.","57","5790","23.08","2023-01-03 14:51:13"
"Onto move.","28","18560","97.33","2022-12-28 18:34:49"
"Theory.","104","14172","20.29","2022-12-27 08:17:31"
"Among.","40","11609","17.59","2022-12-20 04:41:56"
"Reflect.","119","19804","92.34","2022-12-30 09:23:52"
"Modern.","4","9346","30.15","2022-12-07 00:28:42"
"Stop.","189","4087","7.11","2022-12-28 10:57:28"
"Walk.","58","14270","66.27","2022-12-10 13:48:55"
"Health.","16","17594","51.47","2022-12-16 18:02:48"
"Cell bar.","51","16040","18.45","2023-01-05 18:19:08"
"Camera.","50","16059","40.21","2022-12-29 21:25:40"
"Air per.","35","12705","69.16","2022-12-13 05:22:57"
"Choose.","106","12214","14.91","2023-01-04 13:23:25"
"Call.","22","16763","75.14","2022-12-21 05:30:17"
"Address.","73","10732","97.76","2023-01-02 10:00:35"
"Picture.","101","4290","69.56","2022-12-08 07:57:15"
"Chair.","184","18294","10.74","2023-01-05 00:15:11"
"Sing city.","150","5321","41.70","2022-12-25 11:32:21"
"Boy.","101","7567","52.89","2022-12-08 07:29:41"
"Former.","52","8079","86.93","2022-12-24 08:36:34"
"Very gas.","4","3328","85.35","2022-12-29 00:25:55"
"Finish.","125","5395","55.96","2022-12-17 12:29:34"
"Far law.","164","7151","0.54","2022-12-16 16:31:39"
"Fill.","31","8565","47.60","2022-12-26 05:32:59"
"Point.","18","13764","84.16","2022-12-20 23:30:32"
"College.","69","15229","50.74","2023-01-02 08:02:05"
"Hand.","100","8179","0.46","2022-12-07 14:03:07"
"What.","155","14736","12.29","2022-12-29 11:21:09"
"Skin.","171","14876","68.56","2022-12-17 20:05:04"
"Nice.","83","5088","0.41","2022-12-09 07:28:36"
"Since.","163","19261","33.68","2022-12-09 23:10:47"
"Where.","173","15606","62.34","2022-12-15 16:37:30"
"Very.","63","3644","55.16","2023-01-01 08:05:00"
"Price.","50","464","27.26","2022-12-09 06:43:38"
"Challenge.","78","5475","95.05","2022-12-29 07:27:49"
"Push.","83","11903","16.67","2022-12-10 14:35:48"
"Resource.","106","2322","0.59","2022-12-30 04:10:40"
"Operation.","154","19422","57.37","2022-12-09 09:45:23"
"Shoulder.","56","4424","89.53","2023-01-05 14:07:07"
"Building.","129","9750","59.35","2022-12-27 14:35:13"
